VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240405,WB,Equity,Delta,20.6,-23.8
20240405,WB,Equity,Gamma_Residual,0.6,-0.1
20240405,WB,Interest_Rate,Basis,0.0,1.0
20240405,WB,Interest_Rate,Rho,52.8,-52.1
20240405,WB,Interest_Rate,Convexity_Residual,-0.2,0.3
20240405,WB,Credit,HY_Total,-0.3,0.7
20240405,WB,Credit,AGG_Credit,-3.0,0.3
20240405,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240405,WB,Credit,ILP_Update,0.0,0.0
20240405,WB,Fund_Basis_Fund_Mapping,,25.1,-2.0
20240405,WB,Passage_Of_Time,,-2.1,2.1
20240405,WB,Other_Inforce,,1.5,0.0
20240405,WB,New_Business,,0.3,0.0
20240405,WB,Cross_Impact_True_up,,-0.0,0.0
