VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240926,WB,Equity,Delta,32.957136,-34.134942
20240926,WB,Equity,Gamma_Residual,0.33123,-0.063828
20240926,WB,Interest_Rate,Rho,-7.45955,7.133871
20240926,WB,Interest_Rate,Convexity_Residual,0.226205,-0.293916
20240926,WB,Interest_Rate,Basis,0.0,-0.894205
20240926,WB,Credit,HY_Total,0.050028,0.071775
20240926,WB,Credit,AGG_Credit,1.345325,-0.103089
20240926,WB,Credit,Agg_Risk_Free_Growth,-0.440997,0.0
20240926,WB,Credit,ILP_Update,0.0,0.0
20240926,WB,Fund_Basis_Fund_Mapping,,11.313708,-5.254994
20240926,WB,Passage_Of_Time,,-1.558455,1.558961
20240926,WB,Other_Inforce,,-0.582923,0.0
20240926,WB,New_Business,,0.154314,0.0
20240926,WB,Cross_Impact_True_up,,-0.514677,-4e-06
20240926,DBIB,Equity,Delta,9.631969,-9.403091
20240926,DBIB,Equity,Gamma_Residual,0.221748,-0.037531
20240926,DBIB,Interest_Rate,Rho,-3.522463,3.256737
20240926,DBIB,Interest_Rate,Convexity_Residual,0.026184,-0.21027
20240926,DBIB,Interest_Rate,Basis,0.0,0.258096
20240926,DBIB,Credit,HY_Total,0.01386,0.022984
20240926,DBIB,Credit,AGG_Credit,0.149884,0.0
20240926,DBIB,Credit,Agg_Risk_Free_Growth,-0.0667,0.0
20240926,DBIB,Credit,ILP_Update,0.0,0.0
20240926,DBIB,Fund_Basis_Fund_Mapping,,2.063417,-2.077389
20240926,DBIB,Passage_Of_Time,,-0.150524,-0.140776
20240926,DBIB,Other_Inforce,,0.732197,0.0
20240926,DBIB,New_Business,,-0.022659,0.0
20240926,DBIB,Cross_Impact_True_up,,-0.304232,-2e-06
