VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20250422,WB,Equity,Delta,58.866948,-55.250627
20250422,WB,Equity,Gamma_Residual,-0.439051,-1.128252
20250422,WB,Interest_Rate,Rho,-29.665688,29.920192
20250422,WB,Interest_Rate,Convexity_Residual,-0.935013,0.820774
20250422,WB,Interest_Rate,Basis,0.0,-2.1557
20250422,WB,Credit,HY_Total,1.847897,-1.988087
20250422,WB,Credit,AGG_Credit,3.478366,-0.208772
20250422,WB,Credit,Agg_Risk_Free_Growth,-0.493338,0.0
20250422,WB,Credit,ILP_Update,0.0,0.0
20250422,WB,Fund_Basis_Fund_Mapping,,9.550259,1.847557
20250422,WB,Passage_Of_Time,,-1.49774,1.49774
20250422,WB,Other_Inforce,,-4.86033,0.0
20250422,WB,New_Business,,0.119556,0.0
20250422,WB,Cross_Impact_True_up,,0.117926,4e-06
20250422,DBIB,Equity,Delta,30.250615,-30.298105
20250422,DBIB,Equity,Gamma_Residual,-0.453395,-1.30095
20250422,DBIB,Interest_Rate,Rho,-12.823176,14.242358
20250422,DBIB,Interest_Rate,Convexity_Residual,-0.535603,0.346047
20250422,DBIB,Interest_Rate,Basis,0.0,-1.520373
20250422,DBIB,Credit,HY_Total,0.719791,-0.694773
20250422,DBIB,Credit,AGG_Credit,0.581927,0.0
20250422,DBIB,Credit,Agg_Risk_Free_Growth,-0.072861,0.0
20250422,DBIB,Credit,ILP_Update,0.0,0.0
20250422,DBIB,Fund_Basis_Fund_Mapping,,5.045399,-0.492177
20250422,DBIB,Passage_Of_Time,,-0.048502,0.048502
20250422,DBIB,Other_Inforce,,-0.25768,0.0
20250422,DBIB,New_Business,,0.002639,0.0
20250422,DBIB,Cross_Impact_True_up,,-0.090372,-9e-06
