VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240826,WB,Equity,Delta,-12.707909,12.183054
20240826,WB,Equity,Gamma_Residual,1.563537,-0.135903
20240826,WB,Interest_Rate,Rho,4.818003,-4.611004
20240826,WB,Interest_Rate,Convexity_Residual,0.081078,0.10227
20240826,WB,Interest_Rate,Basis,0.0,0.211328
20240826,WB,Credit,HY_Total,0.4907,-0.143219
20240826,WB,Credit,AGG_Credit,-0.44747,0.026486
20240826,WB,Credit,Agg_Risk_Free_Growth,-1.409764,0.0
20240826,WB,Credit,ILP_Update,0.0,0.0
20240826,WB,Fund_Basis_Fund_Mapping,,-7.685532,3.89602
20240826,WB,Passage_Of_Time,,-4.387929,4.3746
20240826,WB,Other_Inforce,,4.610367,0.0
20240826,WB,New_Business,,0.003953,0.0
20240826,WB,Cross_Impact_True_up,,0.92785,0.0
20240826,DBIB,Equity,Delta,-4.077336,3.71918
20240826,DBIB,Equity,Gamma_Residual,0.852418,-0.078908
20240826,DBIB,Interest_Rate,Rho,2.915685,-2.592033
20240826,DBIB,Interest_Rate,Convexity_Residual,-0.019995,0.048485
20240826,DBIB,Interest_Rate,Basis,0.0,-0.041208
20240826,DBIB,Credit,HY_Total,0.147096,-0.048578
20240826,DBIB,Credit,AGG_Credit,-0.087277,0.0
20240826,DBIB,Credit,Agg_Risk_Free_Growth,-0.197873,0.0
20240826,DBIB,Credit,ILP_Update,0.0,0.0
20240826,DBIB,Fund_Basis_Fund_Mapping,,-1.663677,2.370089
20240826,DBIB,Passage_Of_Time,,-0.749595,-0.200148
20240826,DBIB,Other_Inforce,,0.182621,0.0
20240826,DBIB,New_Business,,0.0,0.0
20240826,DBIB,Cross_Impact_True_up,,-0.595369,0.0
