VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20241206,WB,Equity,Delta,6.541406,-5.316828
20241206,WB,Equity,Gamma_Residual,0.493553,0.0
20241206,WB,Interest_Rate,Rho,-10.915209,11.061256
20241206,WB,Interest_Rate,Convexity_Residual,0.029288,0.130413
20241206,WB,Interest_Rate,Basis,0.0,1.434189
20241206,WB,Credit,HY_Total,0.410533,-0.505386
20241206,WB,Credit,AGG_Credit,1.675716,-0.037841
20241206,WB,Credit,Agg_Risk_Free_Growth,-0.38003,0.0
20241206,WB,Credit,ILP_Update,0.0,0.0
20241206,WB,Fund_Basis_Fund_Mapping,,1.409299,-4.678241
20241206,WB,Passage_Of_Time,,-1.575329,1.614128
20241206,WB,Other_Inforce,,-1.431135,0.0
20241206,WB,New_Business,,0.241573,0.0
20241206,WB,Cross_Impact_True_up,,0.313451,0.0
20241206,DBIB,Equity,Delta,1.893892,-1.538959
20241206,DBIB,Equity,Gamma_Residual,0.277071,0.0
20241206,DBIB,Interest_Rate,Rho,-7.933297,7.91469
20241206,DBIB,Interest_Rate,Convexity_Residual,-0.018602,0.106763
20241206,DBIB,Interest_Rate,Basis,0.0,0.388707
20241206,DBIB,Credit,HY_Total,0.139581,-0.160132
20241206,DBIB,Credit,AGG_Credit,0.314918,0.0
20241206,DBIB,Credit,Agg_Risk_Free_Growth,-0.056919,0.0
20241206,DBIB,Credit,ILP_Update,0.0,0.0
20241206,DBIB,Fund_Basis_Fund_Mapping,,0.574564,-1.443598
20241206,DBIB,Passage_Of_Time,,-0.046906,-0.200388
20241206,DBIB,Other_Inforce,,-0.076211,0.0
20241206,DBIB,New_Business,,-0.061767,0.0
20241206,DBIB,Cross_Impact_True_up,,0.680108,0.0
