VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20241021,WB,Equity,Delta,-21.505515,20.887309
20241021,WB,Equity,Gamma_Residual,1.352299,-0.130652
20241021,WB,Interest_Rate,Rho,93.146916,-93.094544
20241021,WB,Interest_Rate,Convexity_Residual,-1.308469,0.641679
20241021,WB,Interest_Rate,Basis,0.0,0.502256
20241021,WB,Credit,HY_Total,-0.732952,1.006935
20241021,WB,Credit,AGG_Credit,-0.310054,0.018127
20241021,WB,Credit,Agg_Risk_Free_Growth,-1.243834,0.0
20241021,WB,Credit,ILP_Update,0.0,0.0
20241021,WB,Fund_Basis_Fund_Mapping,,-6.453303,-1.921268
20241021,WB,Passage_Of_Time,,-4.427909,4.54902
20241021,WB,Other_Inforce,,4.599295,0.0
20241021,WB,New_Business,,0.0,0.0
20241021,WB,Cross_Impact_True_up,,0.076394,-1.6e-05
20241021,DBIB,Equity,Delta,-7.445958,7.076548
20241021,DBIB,Equity,Gamma_Residual,0.787547,-0.071379
20241021,DBIB,Interest_Rate,Rho,56.983582,-56.648545
20241021,DBIB,Interest_Rate,Convexity_Residual,-0.985522,0.175168
20241021,DBIB,Interest_Rate,Basis,0.0,0.212213
20241021,DBIB,Credit,HY_Total,-0.254676,0.320203
20241021,DBIB,Credit,AGG_Credit,-0.305562,0.0
20241021,DBIB,Credit,Agg_Risk_Free_Growth,-0.188025,0.0
20241021,DBIB,Credit,ILP_Update,0.0,0.0
20241021,DBIB,Fund_Basis_Fund_Mapping,,-0.725089,-0.840914
20241021,DBIB,Passage_Of_Time,,-0.436668,-0.356904
20241021,DBIB,Other_Inforce,,0.16104,0.0
20241021,DBIB,New_Business,,0.0,0.0
20241021,DBIB,Cross_Impact_True_up,,-0.173045,-6e-06
