VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20241220,WB,Equity,Delta,28.450499,-27.714651
20241220,WB,Equity,Gamma_Residual,0.292952,0.0
20241220,WB,Interest_Rate,Rho,-27.10923,26.879338
20241220,WB,Interest_Rate,Convexity_Residual,-0.311155,0.137417
20241220,WB,Interest_Rate,Basis,0.0,-1.656794
20241220,WB,Credit,HY_Total,0.27949,-0.865266
20241220,WB,Credit,AGG_Credit,0.168498,0.079605
20241220,WB,Credit,Agg_Risk_Free_Growth,-0.358228,0.0
20241220,WB,Credit,ILP_Update,0.0,0.0
20241220,WB,Fund_Basis_Fund_Mapping,,8.055278,3.736116
20241220,WB,Passage_Of_Time,,-1.464514,1.518045
20241220,WB,Other_Inforce,,-2.893414,0.0
20241220,WB,New_Business,,0.557181,0.0
20241220,WB,Cross_Impact_True_up,,0.187968,0.0
20241220,DBIB,Equity,Delta,9.218886,-8.802184
20241220,DBIB,Equity,Gamma_Residual,0.147953,0.0
20241220,DBIB,Interest_Rate,Rho,-16.467884,16.490544
20241220,DBIB,Interest_Rate,Convexity_Residual,-0.246843,0.130548
20241220,DBIB,Interest_Rate,Basis,0.0,-1.06558
20241220,DBIB,Credit,HY_Total,0.098085,-0.342518
20241220,DBIB,Credit,AGG_Credit,0.108781,0.0
20241220,DBIB,Credit,Agg_Risk_Free_Growth,-0.051164,0.0
20241220,DBIB,Credit,ILP_Update,0.0,0.0
20241220,DBIB,Fund_Basis_Fund_Mapping,,3.192611,0.493755
20241220,DBIB,Passage_Of_Time,,0.029824,-0.253115
20241220,DBIB,Other_Inforce,,-0.01675,0.0
20241220,DBIB,New_Business,,-0.052658,0.0
20241220,DBIB,Cross_Impact_True_up,,0.205035,0.0
