VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20250129,WB,Equity,Delta,-7.80056,9.255116
20250129,WB,Equity,Gamma_Residual,0.497809,0.0
20250129,WB,Interest_Rate,Rho,-0.447874,0.355454
20250129,WB,Interest_Rate,Convexity_Residual,0.06313,-0.075683
20250129,WB,Interest_Rate,Basis,0.0,-0.551537
20250129,WB,Credit,HY_Total,-0.022094,0.076081
20250129,WB,Credit,AGG_Credit,-0.953017,0.09906
20250129,WB,Credit,Agg_Risk_Free_Growth,-0.371061,0.0
20250129,WB,Credit,ILP_Update,0.0,0.0
20250129,WB,Fund_Basis_Fund_Mapping,,-4.705374,-1.178338
20250129,WB,Passage_Of_Time,,-1.473553,1.544332
20250129,WB,Other_Inforce,,-0.744732,0.0
20250129,WB,New_Business,,0.196412,0.0
20250129,WB,Cross_Impact_True_up,,-0.659264,0.0
20250129,DBIB,Equity,Delta,-2.829224,3.013919
20250129,DBIB,Equity,Gamma_Residual,0.238952,0.0
20250129,DBIB,Interest_Rate,Rho,0.129105,-0.289858
20250129,DBIB,Interest_Rate,Convexity_Residual,-0.019706,-0.082367
20250129,DBIB,Interest_Rate,Basis,0.0,-0.056917
20250129,DBIB,Credit,HY_Total,-0.007851,0.029707
20250129,DBIB,Credit,AGG_Credit,-0.158714,0.0
20250129,DBIB,Credit,Agg_Risk_Free_Growth,-0.055827,0.0
20250129,DBIB,Credit,ILP_Update,0.0,0.0
20250129,DBIB,Fund_Basis_Fund_Mapping,,-1.367166,-0.385888
20250129,DBIB,Passage_Of_Time,,-0.04229,-0.184617
20250129,DBIB,Other_Inforce,,-1.145312,0.0
20250129,DBIB,New_Business,,-0.018076,0.0
20250129,DBIB,Cross_Impact_True_up,,-0.556487,0.0
