VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20250417,WB,Equity,Delta,6.634076,-4.410768
20250417,WB,Equity,Gamma_Residual,0.265992,-2.832704
20250417,WB,Interest_Rate,Rho,49.393222,-48.804679
20250417,WB,Interest_Rate,Convexity_Residual,-0.481463,0.389469
20250417,WB,Interest_Rate,Basis,0.0,4.413641
20250417,WB,Credit,HY_Total,1.530058,-1.85134
20250417,WB,Credit,AGG_Credit,1.334702,-0.052725
20250417,WB,Credit,Agg_Risk_Free_Growth,-0.49687,0.0
20250417,WB,Credit,ILP_Update,0.0,0.0
20250417,WB,Fund_Basis_Fund_Mapping,,6.256497,-0.644084
20250417,WB,Passage_Of_Time,,-1.541492,1.541492
20250417,WB,Other_Inforce,,-2.068257,0.0
20250417,WB,New_Business,,0.272609,0.0
20250417,WB,Cross_Impact_True_up,,0.367829,2.1e-05
20250417,DBIB,Equity,Delta,4.141909,-4.11623
20250417,DBIB,Equity,Gamma_Residual,0.230558,-1.754606
20250417,DBIB,Interest_Rate,Rho,25.309366,-24.838585
20250417,DBIB,Interest_Rate,Convexity_Residual,-0.405561,0.117582
20250417,DBIB,Interest_Rate,Basis,0.0,1.638356
20250417,DBIB,Credit,HY_Total,0.589486,-0.646983
20250417,DBIB,Credit,AGG_Credit,0.10771,0.0
20250417,DBIB,Credit,Agg_Risk_Free_Growth,-0.074041,0.0
20250417,DBIB,Credit,ILP_Update,0.0,0.0
20250417,DBIB,Fund_Basis_Fund_Mapping,,2.244227,0.044506
20250417,DBIB,Passage_Of_Time,,-0.07498,0.07498
20250417,DBIB,Other_Inforce,,-2.346471,0.0
20250417,DBIB,New_Business,,-0.560794,0.0
20250417,DBIB,Cross_Impact_True_up,,0.528375,3e-06
