VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240412,DBIB,Equity,Delta,-18.0,19.1
20240412,DBIB,Equity,Gamma_Residual,0.2,0.2
20240412,DBIB,Interest_Rate,Rho,-31.4,31.7
20240412,DBIB,Interest_Rate,Convexity_Residual,-0.3,0.5
20240412,DBIB,Interest_Rate,Basis,0.0,-0.5
20240412,DBIB,Credit,HY_Total,-0.2,0.3
20240412,DBIB,Credit,AGG_Credit,-0.7,0.0
20240412,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240412,DBIB,Credit,ILP_Update,0.0,0.0
20240412,DBIB,Fund_Basis_Fund_Mapping,,-4.5,1.4
20240412,DBIB,Passage_Of_Time,,-0.2,-0.1
20240412,DBIB,Other_Inforce,,-0.5,0.0
20240412,DBIB,New_Business,,0.0,0.0
20240412,DBIB,Cross_Impact_True_up,,-0.1,0.0
