VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20241112,WB,Equity,Delta,-32.405022,32.618417
20241112,WB,Equity,Gamma_Residual,0.327855,-0.050406
20241112,WB,Interest_Rate,Rho,90.218901,-89.829394
20241112,WB,Interest_Rate,Convexity_Residual,-1.02513,0.103298
20241112,WB,Interest_Rate,Basis,0.0,-6.467063
20241112,WB,Credit,HY_Total,-0.573567,1.570446
20241112,WB,Credit,AGG_Credit,-0.450205,0.537072
20241112,WB,Credit,Agg_Risk_Free_Growth,-0.386408,0.0
20241112,WB,Credit,ILP_Update,0.0,0.0
20241112,WB,Fund_Basis_Fund_Mapping,,8.334362,2.018302
20241112,WB,Passage_Of_Time,,-1.376328,1.432717
20241112,WB,Other_Inforce,,-2.136391,0.0
20241112,WB,New_Business,,0.150325,0.0
20241112,WB,Cross_Impact_True_up,,1.308373,1e-06
20241112,DBIB,Equity,Delta,-9.50006,9.476416
20241112,DBIB,Equity,Gamma_Residual,0.21761,-0.026608
20241112,DBIB,Interest_Rate,Rho,55.717706,-54.706614
20241112,DBIB,Interest_Rate,Convexity_Residual,-1.048067,0.055234
20241112,DBIB,Interest_Rate,Basis,0.0,-2.159372
20241112,DBIB,Credit,HY_Total,-0.196147,0.499295
20241112,DBIB,Credit,AGG_Credit,-0.34611,0.0
20241112,DBIB,Credit,Agg_Risk_Free_Growth,-0.056783,0.0
20241112,DBIB,Credit,ILP_Update,0.0,0.0
20241112,DBIB,Fund_Basis_Fund_Mapping,,1.546111,0.041805
20241112,DBIB,Passage_Of_Time,,-0.109934,-0.132139
20241112,DBIB,Other_Inforce,,-1.273102,0.0
20241112,DBIB,New_Business,,0.001679,0.0
20241112,DBIB,Cross_Impact_True_up,,0.684563,0.0
