VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240919,WB,Equity,Delta,76.692839,-77.204995
20240919,WB,Equity,Gamma_Residual,-0.456728,0.009766
20240919,WB,Interest_Rate,Rho,61.704659,-61.52918
20240919,WB,Interest_Rate,Convexity_Residual,-0.609697,0.523312
20240919,WB,Interest_Rate,Basis,0.0,2.57698
20240919,WB,Credit,HY_Total,1.591043,-1.694053
20240919,WB,Credit,AGG_Credit,11.668217,-0.852553
20240919,WB,Credit,Agg_Risk_Free_Growth,-0.467987,0.0
20240919,WB,Credit,ILP_Update,0.0,0.0
20240919,WB,Fund_Basis_Fund_Mapping,,7.698393,-4.282557
20240919,WB,Passage_Of_Time,,-1.636264,1.606967
20240919,WB,Other_Inforce,,0.161532,0.0
20240919,WB,New_Business,,0.063764,0.0
20240919,WB,Cross_Impact_True_up,,0.325736,-1e-06
20240919,DBIB,Equity,Delta,23.508704,-23.393465
20240919,DBIB,Equity,Gamma_Residual,-0.183265,0.168224
20240919,DBIB,Interest_Rate,Rho,36.091837,-36.107146
20240919,DBIB,Interest_Rate,Convexity_Residual,-0.189991,0.230583
20240919,DBIB,Interest_Rate,Basis,0.0,1.68738
20240919,DBIB,Credit,HY_Total,0.482348,-0.538362
20240919,DBIB,Credit,AGG_Credit,1.498536,0.0
20240919,DBIB,Credit,Agg_Risk_Free_Growth,-0.070396,0.0
20240919,DBIB,Credit,ILP_Update,0.0,0.0
20240919,DBIB,Fund_Basis_Fund_Mapping,,2.675012,-2.401333
20240919,DBIB,Passage_Of_Time,,-0.190795,-0.114774
20240919,DBIB,Other_Inforce,,-0.514472,0.0
20240919,DBIB,New_Business,,-0.108229,0.0
20240919,DBIB,Cross_Impact_True_up,,0.048801,0.0
