VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20250312,WB,Equity,Delta,19.49743,-19.978014
20250312,WB,Equity,Gamma_Residual,0.387033,0.0
20250312,WB,Interest_Rate,Rho,19.19478,-19.552176
20250312,WB,Interest_Rate,Convexity_Residual,-0.043304,-0.117202
20250312,WB,Interest_Rate,Basis,0.0,-0.349392
20250312,WB,Credit,HY_Total,-0.108331,0.137145
20250312,WB,Credit,AGG_Credit,-0.8991,0.069854
20250312,WB,Credit,Agg_Risk_Free_Growth,-0.386042,0.0
20250312,WB,Credit,ILP_Update,0.0,0.0
20250312,WB,Fund_Basis_Fund_Mapping,,7.951929,-2.480748
20250312,WB,Passage_Of_Time,,-1.501169,1.501169
20250312,WB,Other_Inforce,,-0.638917,0.0
20250312,WB,New_Business,,0.19148,0.0
20250312,WB,Cross_Impact_True_up,,0.145282,0.0
20250312,DBIB,Equity,Delta,5.530136,-5.646411
20250312,DBIB,Equity,Gamma_Residual,0.237817,0.0
20250312,DBIB,Interest_Rate,Rho,11.737218,-11.847506
20250312,DBIB,Interest_Rate,Convexity_Residual,-0.042284,-0.173893
20250312,DBIB,Interest_Rate,Basis,0.0,-0.011907
20250312,DBIB,Credit,HY_Total,-0.038104,0.028388
20250312,DBIB,Credit,AGG_Credit,-0.222199,0.0
20250312,DBIB,Credit,Agg_Risk_Free_Growth,-0.060641,0.0
20250312,DBIB,Credit,ILP_Update,0.0,0.0
20250312,DBIB,Fund_Basis_Fund_Mapping,,3.660437,-1.412176
20250312,DBIB,Passage_Of_Time,,-0.117532,0.117532
20250312,DBIB,Other_Inforce,,1.806641,0.0
20250312,DBIB,New_Business,,-0.076059,0.0
20250312,DBIB,Cross_Impact_True_up,,0.335549,0.0
