VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20250421,WB,Equity,Delta,-46.789045,43.839361
20250421,WB,Equity,Gamma_Residual,3.722501,1.223479
20250421,WB,Interest_Rate,Rho,89.81926,-89.458154
20250421,WB,Interest_Rate,Convexity_Residual,4.247136,0.329634
20250421,WB,Interest_Rate,Basis,0.0,1.24029
20250421,WB,Credit,HY_Total,-2.037171,2.042852
20250421,WB,Credit,AGG_Credit,-4.208349,0.412498
20250421,WB,Credit,Agg_Risk_Free_Growth,-1.961765,0.0
20250421,WB,Credit,ILP_Update,0.0,0.0
20250421,WB,Fund_Basis_Fund_Mapping,,-5.489687,-0.450883
20250421,WB,Passage_Of_Time,,-6.022819,6.022819
20250421,WB,Other_Inforce,,-0.587858,0.0
20250421,WB,New_Business,,0.003506,0.0
20250421,WB,Cross_Impact_True_up,,0.169024,0.0
20250421,DBIB,Equity,Delta,-24.699662,24.491096
20250421,DBIB,Equity,Gamma_Residual,1.279622,1.929028
20250421,DBIB,Interest_Rate,Rho,45.061327,-45.56472
20250421,DBIB,Interest_Rate,Convexity_Residual,-1.425503,0.291378
20250421,DBIB,Interest_Rate,Basis,0.0,1.942156
20250421,DBIB,Credit,HY_Total,-0.771062,0.714072
20250421,DBIB,Credit,AGG_Credit,-0.881564,0.0
20250421,DBIB,Credit,Agg_Risk_Free_Growth,-0.277327,0.0
20250421,DBIB,Credit,ILP_Update,0.0,0.0
20250421,DBIB,Fund_Basis_Fund_Mapping,,-4.536374,0.209049
20250421,DBIB,Passage_Of_Time,,-0.240481,0.240481
20250421,DBIB,Other_Inforce,,0.162461,0.0
20250421,DBIB,New_Business,,-0.01226,0.0
20250421,DBIB,Cross_Impact_True_up,,-0.874595,-3e-06
