VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20250415,WB,Equity,Delta,6.177457,-6.175583
20250415,WB,Equity,Gamma_Residual,0.232195,-0.617427
20250415,WB,Interest_Rate,Rho,-22.784378,22.632646
20250415,WB,Interest_Rate,Convexity_Residual,-0.211492,0.221527
20250415,WB,Interest_Rate,Basis,0.0,0.418678
20250415,WB,Credit,HY_Total,1.063095,-0.886501
20250415,WB,Credit,AGG_Credit,0.050602,0.042426
20250415,WB,Credit,Agg_Risk_Free_Growth,-0.492536,0.0
20250415,WB,Credit,ILP_Update,0.0,0.0
20250415,WB,Fund_Basis_Fund_Mapping,,-5.653581,-2.825793
20250415,WB,Passage_Of_Time,,-1.492854,1.492854
20250415,WB,Other_Inforce,,-2.854018,0.0
20250415,WB,New_Business,,0.210848,0.0
20250415,WB,Cross_Impact_True_up,,-0.272559,-2.5e-05
20250415,DBIB,Equity,Delta,1.841735,-1.747104
20250415,DBIB,Equity,Gamma_Residual,0.265408,-0.314165
20250415,DBIB,Interest_Rate,Rho,-13.076691,12.545934
20250415,DBIB,Interest_Rate,Convexity_Residual,-0.175085,0.151842
20250415,DBIB,Interest_Rate,Basis,0.0,0.598672
20250415,DBIB,Credit,HY_Total,0.406768,-0.309786
20250415,DBIB,Credit,AGG_Credit,0.083995,0.0
20250415,DBIB,Credit,Agg_Risk_Free_Growth,-0.075313,0.0
20250415,DBIB,Credit,ILP_Update,0.0,0.0
20250415,DBIB,Fund_Basis_Fund_Mapping,,-1.16854,-0.433121
20250415,DBIB,Passage_Of_Time,,-0.080137,0.080137
20250415,DBIB,Other_Inforce,,-1.008063,0.0
20250415,DBIB,New_Business,,0.002705,0.0
20250415,DBIB,Cross_Impact_True_up,,0.209873,-8e-06
