VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240806,WB,Equity,Delta,61.52061,-55.326135
20240806,WB,Equity,Gamma_Residual,0.207218,-2.66915
20240806,WB,Interest_Rate,Rho,108.682313,-107.820222
20240806,WB,Interest_Rate,Convexity_Residual,-1.644236,0.481749
20240806,WB,Interest_Rate,Basis,0.0,-0.126896
20240806,WB,Credit,HY_Total,2.187973,-3.045652
20240806,WB,Credit,AGG_Credit,0.513928,0.033924
20240806,WB,Credit,Agg_Risk_Free_Growth,-0.499926,0.0
20240806,WB,Credit,ILP_Update,0.0,0.0
20240806,WB,Fund_Basis_Fund_Mapping,,-8.288833,0.794844
20240806,WB,Passage_Of_Time,,-2.07054,1.987041
20240806,WB,Other_Inforce,,-1.78672,0.0
20240806,WB,New_Business,,0.079484,0.0
20240806,WB,Cross_Impact_True_up,,-0.209943,-2.9e-05
20240806,DBIB,Equity,Delta,19.164281,-17.894576
20240806,DBIB,Equity,Gamma_Residual,0.277644,-1.425628
20240806,DBIB,Interest_Rate,Rho,62.668523,-62.572355
20240806,DBIB,Interest_Rate,Convexity_Residual,-0.566142,0.186555
20240806,DBIB,Interest_Rate,Basis,0.0,-0.029067
20240806,DBIB,Credit,HY_Total,0.663213,-1.025983
20240806,DBIB,Credit,AGG_Credit,-0.214223,0.0
20240806,DBIB,Credit,Agg_Risk_Free_Growth,-0.070165,0.0
20240806,DBIB,Credit,ILP_Update,0.0,0.0
20240806,DBIB,Fund_Basis_Fund_Mapping,,-1.130969,0.518605
20240806,DBIB,Passage_Of_Time,,-0.178688,-0.166132
20240806,DBIB,Other_Inforce,,-1.878051,0.0
20240806,DBIB,New_Business,,-0.10625,0.0
20240806,DBIB,Cross_Impact_True_up,,-0.438812,-1.3e-05
